UID,SID,Count,Species,Sort,Ratio,LogAbund,Stability,Community_type
UAB093_W4D2,UAB093,2,BVAB1,6,2.031718332,-4.790484985,Stable,Lcrispatus
UAB044_W5D7,UAB044,3,BVAB1,6,2.140429414,-4.274088368,Unstable,Lgasseri
EM04_W1D7,EM04,1,BVAB1,6,2.195749587,-4.903089987,Stable,Ljensenii
UAB071_W10D2,UAB071,5,BVAB1,6,2.20078476,-2.723115826,Stable,NonLacto
EM11_W1D7,EM11,1,BVAB1,6,2.256789067,-5.928117993,Stable,Lcrispatus
UAB010_W7D5,UAB010,4,BVAB1,6,2.476640186,-5.655607726,Unstable,Lcrispatus
UAB002_W1D4,UAB002,1,BVAB1,6,2.526800464,-4.714442691,Unstable,Lcrispatus
UAB119_W9D7,UAB119,5,BVAB1,6,2.593391708,-5.821023053,Unstable,Lcrispatus
UAB052_W4D2,UAB052,2,BVAB1,6,2.625886462,-4.910094889,Unstable,NonLacto
EM11_W3D6,EM11,2,BVAB1,6,2.631084704,-5.756961951,Stable,Lcrispatus
AYAC02_W9D3,AYAC02,5,BVAB1,6,2.671999102,-5.991399828,Unstable,Lcrispatus
UAB093_W7D7,UAB093,4,BVAB1,6,2.706463574,-6.031517051,Stable,Lcrispatus
UAB002_W9D7,UAB002,5,BVAB1,6,2.713255766,-5.146301788,Unstable,Lcrispatus
UAB052_W1D5,UAB052,1,BVAB1,6,2.759309784,-5.074687909,Unstable,NonLacto
UAB044_W1D7,UAB044,1,BVAB1,6,2.85444466,-5.397940009,Unstable,Lgasseri
UAB044_W3D7,UAB044,2,BVAB1,6,3.004689116,-4.866461092,Unstable,Lgasseri
UAB129_W7D7,UAB129,4,BVAB1,6,3.056072601,-5.609064893,Unstable,NonLacto
AYAC02_W7D5,AYAC02,4,BVAB1,6,3.086659705,-4.966576245,Unstable,Lcrispatus
UAB093_W5D7,UAB093,3,BVAB1,6,3.147060494,-6.482804102,Stable,Lcrispatus
UAB052_W8D3,UAB052,4,BVAB1,6,3.225424506,-4.096910013,Unstable,NonLacto
AYAC09_W1D7,AYAC09,1,BVAB1,6,3.519827994,-8,Stable,Lcrispatus
UAB093_W9D6,UAB093,5,BVAB1,6,3.564942132,-5.075204004,Stable,Lcrispatus
UAB122_W6D5,UAB122,4,BVAB1,6,3.766191995,-5.742321425,Unstable,Lcrispatus
EM09_W6D7,EM09,3,BVAB1,6,4.066522715,-6.390405591,Unstable,Liners
EM11_W5D7,EM11,3,BVAB1,6,4.509733301,-8,Stable,Lcrispatus
UAB093_W1D7,UAB093,1,BVAB1,6,4.545479156,-6.853871964,Stable,Lcrispatus
EM11_W9D7,EM11,5,BVAB1,6,4.920963958,-8,Stable,Lcrispatus
AYAC10_W9D5,AYAC10,5,BVAB1,6,5.809071414,-8,Stable,Lcrispatus
UAB038_W5D7,UAB038,3,BVAB1,6,6.068000672,-8,Unstable,NonLacto
EM09_W4D4,EM09,2,BVAB1,6,6.167989911,-8,Unstable,Liners
UAB129_W10D2,UAB129,5,BVAB1,6,6.77590641,-8,Unstable,NonLacto
UAB129_W3D3,UAB129,2,BVAB1,6,7.328737325,-8,Unstable,NonLacto
UAB122_W3D4,UAB122,2,Atopobium_vaginae,7,-2.985110498,-2.453788118,Unstable,Lcrispatus
UAB028_W5D5,UAB028,3,Atopobium_vaginae,7,-2.141814305,-1.717900828,Unstable,Lcrispatus
UAB060_W10D2,UAB060,5,Atopobium_vaginae,7,-1.917730386,-0.91639701,Stable,NonLacto
AYAC09_W5D7,AYAC09,3,Atopobium_vaginae,7,-1.862107379,-3.295283381,Stable,Lcrispatus
UAB015_W1D5,UAB015,1,Atopobium_vaginae,7,-1.830664177,-1.062735311,Unstable,NonLacto
UAB039_W7D7,UAB039,4,Atopobium_vaginae,7,-1.804310758,-0.44073981,Unstable,NonLacto
UAB079_W3D7,UAB079,2,Atopobium_vaginae,7,-1.703604626,-0.751893872,Stable,NonLacto
UAB116_W9D6,UAB116,5,Atopobium_vaginae,7,-1.688704766,-0.673167441,Stable,NonLacto
UAB116_W4D6,UAB116,3,Atopobium_vaginae,7,-1.612490181,-1.537576559,Stable,NonLacto
UAB129_W1D7,UAB129,1,Atopobium_vaginae,7,-1.526105126,-1.983409658,Unstable,NonLacto
UAB021_W5D7,UAB021,3,Atopobium_vaginae,7,-1.524216598,-1.481874335,Stable,NonLacto
UAB022_W2D1,UAB022,1,Atopobium_vaginae,7,-1.520202479,-0.788115596,Stable,NonLacto
UAB038_W3D7,UAB038,2,Atopobium_vaginae,7,-1.503198215,-1.489766185,Unstable,NonLacto
UAB035_W3D6,UAB035,2,Atopobium_vaginae,7,-1.486051238,-1.326912239,Unstable,NonLacto
UAB022_W6D1,UAB022,3,Atopobium_vaginae,7,-1.44480143,-0.935032313,Stable,NonLacto
UAB060_W5D7,UAB060,3,Atopobium_vaginae,7,-1.444671644,-1.226607772,Stable,NonLacto
UAB082_W5D7,UAB082,3,Atopobium_vaginae,7,-1.40748804,-1.704694435,Unstable,NonLacto
UAB035_W2D7,UAB035,1,Atopobium_vaginae,7,-1.384759051,-1.566309578,Unstable,NonLacto
UAB002_W5D7,UAB002,3,Atopobium_vaginae,7,-1.381287565,-2.724396373,Unstable,Lcrispatus
UAB021_W8D3,UAB021,4,Atopobium_vaginae,7,-1.322532631,-1.01528621,Stable,NonLacto
UAB110_W10D4,UAB110,5,Atopobium_vaginae,7,-1.268226943,-0.399180137,Unstable,NonLacto
UAB110_W3D7,UAB110,2,Atopobium_vaginae,7,-1.242473833,-0.531650733,Unstable,NonLacto
UAB077_W9D7,UAB077,5,Atopobium_vaginae,7,-1.240491384,-1.24563953,Stable,NonLacto
UAB060_W3D7,UAB060,2,Atopobium_vaginae,7,-1.238338678,-1.623647091,Stable,NonLacto
UAB071_W10D2,UAB071,5,Atopobium_vaginae,7,-1.223315158,-1.220309482,Stable,NonLacto
UAB060_W1D6,UAB060,1,Atopobium_vaginae,7,-1.186879515,-1.522025486,Stable,NonLacto
UAB071_W1D7,UAB071,1,Atopobium_vaginae,7,-1.168131806,-1.437122588,Stable,NonLacto
UAB022_W4D1,UAB022,2,Atopobium_vaginae,7,-1.159944759,-0.960478233,Stable,NonLacto
UAB079_W10D1,UAB079,5,Atopobium_vaginae,7,-1.121929761,-1.621836354,Stable,NonLacto
EM09_W8D5,EM09,4,Atopobium_vaginae,7,-1.097841022,-1.289447475,Unstable,Liners
UAB079_W7D6,UAB079,4,Atopobium_vaginae,7,-1.080093288,-1.44066967,Stable,NonLacto
AYAC09_W7D4,AYAC09,4,Atopobium_vaginae,7,-1.060270895,-3.109140437,Stable,Lcrispatus
AYAC09_W9D7,AYAC09,5,Atopobium_vaginae,7,-1.029264064,-5.097997109,Stable,Lcrispatus
AYAC03_W1D7,AYAC03,1,Atopobium_vaginae,7,-1.006939644,-1.037007433,Unstable,NonLacto
UAB116_W1D7,UAB116,1,Atopobium_vaginae,7,-1.004934335,-0.782484682,Stable,NonLacto
UAB077_W8D2,UAB077,4,Atopobium_vaginae,7,-0.994578206,-1.854369889,Stable,NonLacto
UAB052_W4D2,UAB052,2,Atopobium_vaginae,7,-0.983738705,-2.711081957,Unstable,NonLacto
UAB052_W8D3,UAB052,4,Atopobium_vaginae,7,-0.977398164,-1.565913542,Unstable,NonLacto
UAB015_W10D7,UAB015,5,Atopobium_vaginae,7,-0.958060593,-1.131728098,Unstable,NonLacto
UAB038_W9D7,UAB038,5,Atopobium_vaginae,7,-0.953076918,-1.753878242,Unstable,NonLacto
UAB079_W6D7,UAB079,3,Atopobium_vaginae,7,-0.943643068,-1.370471139,Stable,NonLacto
UAB022_W10D1,UAB022,5,Atopobium_vaginae,7,-0.930940179,-1.07432679,Stable,NonLacto
UAB048_W1D7,UAB048,1,Atopobium_vaginae,7,-0.919531067,-1.35085412,Stable,NonLacto
UAB015_W3D1,UAB015,2,Atopobium_vaginae,7,-0.918976125,-1.522870885,Unstable,NonLacto
UAB077_W3D1,UAB077,2,Atopobium_vaginae,7,-0.884172898,-1.89780076,Stable,NonLacto
UAB007_W1D7,UAB007,1,Atopobium_vaginae,7,-0.867016573,-2.523802168,Unstable,Liners
UAB077_W5D7,UAB077,3,Atopobium_vaginae,7,-0.86245493,-1.648854076,Stable,NonLacto
UAB006_W7D7,UAB006,4,Atopobium_vaginae,7,-0.844822888,-1.621541411,Unstable,NonLacto
UAB077_W1D7,UAB077,1,Atopobium_vaginae,7,-0.825611857,-1.190517132,Stable,NonLacto
UAB082_W2D5,UAB082,1,Atopobium_vaginae,7,-0.760065242,-1.750709435,Unstable,NonLacto
UAB116_W6D7,UAB116,4,Atopobium_vaginae,7,-0.758480006,-0.811967567,Stable,NonLacto
UAB035_W9D7,UAB035,5,Atopobium_vaginae,7,-0.741964364,-1.093131992,Unstable,NonLacto
AYAC05_W1D6,AYAC05,1,Atopobium_vaginae,7,-0.737750984,-3.263118474,Unstable,Liners
UAB039_W1D7,UAB039,1,Atopobium_vaginae,7,-0.673044731,-0.84563588,Unstable,NonLacto
UAB110_W7D7,UAB110,4,Atopobium_vaginae,7,-0.6695323,-0.601178061,Unstable,NonLacto
UAB006_W2D2,UAB006,1,Atopobium_vaginae,7,-0.662212228,-2.252311311,Unstable,NonLacto
UAB106_W3D7,UAB106,2,Atopobium_vaginae,7,-0.654925564,-2.434346005,Stable,Ljensenii
UAB071_W7D7,UAB071,4,Atopobium_vaginae,7,-0.645206248,-1.625140089,Stable,NonLacto
UAB021_W3D7,UAB021,2,Atopobium_vaginae,7,-0.642861307,-2.440590526,Stable,NonLacto
UAB096_W7D3,UAB096,4,Atopobium_vaginae,7,-0.642602648,-2.691776967,Unstable,NonLacto
UAB060_W7D7,UAB060,4,Atopobium_vaginae,7,-0.635412762,-1.545144321,Stable,NonLacto
AYAC03_W9D7,AYAC03,5,Atopobium_vaginae,7,-0.625314313,-2.761807567,Unstable,NonLacto
UAB048_W7D7,UAB048,4,Atopobium_vaginae,7,-0.622044313,-2.723869673,Stable,NonLacto
UAB006_W9D7,UAB006,5,Atopobium_vaginae,7,-0.588748621,-1.808272958,Unstable,NonLacto
UAB035_W5D7,UAB035,3,Atopobium_vaginae,7,-0.572538765,-2.046455238,Unstable,NonLacto
UAB071_W3D7,UAB071,2,Atopobium_vaginae,7,-0.570489754,-1.754347591,Stable,NonLacto
UAB079_W2D2,UAB079,1,Atopobium_vaginae,7,-0.521985547,-1.401598859,Stable,NonLacto
UAB082_W3D7,UAB082,2,Atopobium_vaginae,7,-0.511864679,-2.199073727,Unstable,NonLacto
UAB028_W7D7,UAB028,4,Atopobium_vaginae,7,-0.502173639,-3.244522286,Unstable,Lcrispatus
UAB052_W5D7,UAB052,3,Atopobium_vaginae,7,-0.454270683,-1.914870108,Unstable,NonLacto
AYAC02_W1D7,AYAC02,1,Atopobium_vaginae,7,-0.440255166,-3.283837166,Unstable,Lcrispatus
UAB007_W6D3,UAB007,3,Atopobium_vaginae,7,-0.413995339,-3.042906797,Unstable,Liners
UAB110_W1D7,UAB110,1,Atopobium_vaginae,7,-0.400820412,-0.527076967,Unstable,NonLacto
UAB039_W9D7,UAB039,5,Atopobium_vaginae,7,-0.400098333,-0.734773413,Unstable,NonLacto
UAB071_W5D7,UAB071,3,Atopobium_vaginae,7,-0.394957006,-1.811530312,Stable,NonLacto
UAB015_W9D4,UAB015,4,Atopobium_vaginae,7,-0.394505801,-1.771054292,Unstable,NonLacto
UAB110_W6D2,UAB110,3,Atopobium_vaginae,7,-0.364644185,-1.037391844,Unstable,NonLacto
UAB048_W3D7,UAB048,2,Atopobium_vaginae,7,-0.342849608,-0.98860553,Stable,NonLacto
UAB010_W3D1,UAB010,2,Atopobium_vaginae,7,-0.337932847,-3.704938955,Unstable,Lcrispatus
AYAC05_W5D5,AYAC05,3,Atopobium_vaginae,7,-0.32983725,-3.176996185,Unstable,Liners
UAB119_W7D7,UAB119,4,Atopobium_vaginae,7,-0.318114886,-4.472370099,Unstable,Lcrispatus
UAB039_W5D7,UAB039,3,Atopobium_vaginae,7,-0.309058903,-0.632106455,Unstable,NonLacto
UAB010_W5D6,UAB010,3,Atopobium_vaginae,7,-0.295716996,-3.527208458,Unstable,Lcrispatus
EM10_W6D5,EM10,4,Atopobium_vaginae,7,-0.279636006,-2.933317466,Stable,Liners
AYAC10_W1D7,AYAC10,1,Atopobium_vaginae,7,-0.272978619,-3.814268078,Stable,Lcrispatus
UAB129_W7D7,UAB129,4,Atopobium_vaginae,7,-0.239237417,-3.364646963,Unstable,NonLacto
AYAC10_W2D7,AYAC10,2,Atopobium_vaginae,7,-0.181131969,-3.000134218,Stable,Lcrispatus
AYAC05_W9D7,AYAC05,5,Atopobium_vaginae,7,-0.144693217,-2.498805949,Unstable,Liners
UAB117_W9D6,UAB117,5,Atopobium_vaginae,7,-0.136843518,-3.004495991,Stable,Liners
UAB117_W3D6,UAB117,2,Atopobium_vaginae,7,-0.077244423,-2.283548979,Stable,Liners
EM10_W8D7,EM10,5,Atopobium_vaginae,7,-0.058394959,-3.176243506,Stable,Liners
UAB117_W1D6,UAB117,1,Atopobium_vaginae,7,-0.054998433,-3.174192987,Stable,Liners
UAB106_W7D7,UAB106,4,Atopobium_vaginae,7,-0.03206275,-3.020388352,Stable,Ljensenii
UAB122_W9D6,UAB122,5,Atopobium_vaginae,7,-0.028374476,-2.481061843,Unstable,Lcrispatus
UAB002_W9D7,UAB002,5,Atopobium_vaginae,7,-0.017995943,-4.567030709,Unstable,Lcrispatus
UAB035_W7D4,UAB035,4,Atopobium_vaginae,7,0.018975612,-2.981165989,Unstable,NonLacto
UAB117_W8D1,UAB117,4,Atopobium_vaginae,7,0.02916517,-3.338089869,Stable,Liners
UAB106_W1D7,UAB106,1,Atopobium_vaginae,7,0.029201842,-3.64779432,Stable,Ljensenii
UAB038_W2D2,UAB038,1,Atopobium_vaginae,7,0.02952043,-3.26166506,Unstable,NonLacto
UAB048_W5D2,UAB048,3,Atopobium_vaginae,7,0.02966865,-2.632403885,Stable,NonLacto
EM10_W3D2,EM10,2,Atopobium_vaginae,7,0.032677439,-3.221491328,Stable,Liners
EM10_W4D7,EM10,3,Atopobium_vaginae,7,0.03896225,-3.184402994,Stable,Liners
EM10_W1D7,EM10,1,Atopobium_vaginae,7,0.053700554,-3.256462799,Stable,Liners
AYAC02_W3D1,AYAC02,2,Atopobium_vaginae,7,0.055312326,-3.151635353,Unstable,Lcrispatus
UAB007_W7D7,UAB007,4,Atopobium_vaginae,7,0.058884067,-3.244713745,Unstable,Liners
UAB038_W7D4,UAB038,4,Atopobium_vaginae,7,0.080114758,-2.925015065,Unstable,NonLacto
UAB039_W3D6,UAB039,2,Atopobium_vaginae,7,0.093826739,-2.693944226,Unstable,NonLacto
AYAC05_W3D7,AYAC05,2,Atopobium_vaginae,7,0.111986896,-3.127653146,Unstable,Liners
UAB002_W7D7,UAB002,4,Atopobium_vaginae,7,0.111995865,-3.739518374,Unstable,Lcrispatus
UAB088_W4D1,UAB088,2,Atopobium_vaginae,7,0.170981574,-3.107317271,Unstable,Liners
UAB122_W4D7,UAB122,3,Atopobium_vaginae,7,0.184534436,-2.70573311,Unstable,Lcrispatus
UAB088_W10D1,UAB088,5,Atopobium_vaginae,7,0.186665387,-3.318491934,Unstable,Liners
UAB011_W1D7,UAB011,1,Atopobium_vaginae,7,0.203565983,-3.809606664,Stable,Lgasseri
UAB106_W5D4,UAB106,3,Atopobium_vaginae,7,0.218273879,-3.822163493,Stable,Ljensenii
UAB052_W10D2,UAB052,5,Atopobium_vaginae,7,0.240125149,-3.160900475,Unstable,NonLacto
AYAC09_W3D4,AYAC09,2,Atopobium_vaginae,7,0.242155037,-4.374687549,Stable,Lcrispatus
UAB088_W6D1,UAB088,3,Atopobium_vaginae,7,0.25431835,-3.12949602,Unstable,Liners
UAB096_W3D3,UAB096,2,Atopobium_vaginae,7,0.275683973,-2.700364589,Unstable,NonLacto
UAB122_W1D7,UAB122,1,Atopobium_vaginae,7,0.312360059,-5.643974143,Unstable,Lcrispatus
UAB052_W1D5,UAB052,1,Atopobium_vaginae,7,0.345323828,-2.98861397,Unstable,NonLacto
EM04_W3D7,EM04,2,Atopobium_vaginae,7,0.400110576,-3.338751601,Stable,Ljensenii
UAB082_W10D2,UAB082,5,Atopobium_vaginae,7,0.400172891,-2.60339672,Unstable,NonLacto
UAB117_W5D6,UAB117,3,Atopobium_vaginae,7,0.404077485,-3.26281213,Stable,Liners
UAB096_W9D7,UAB096,5,Atopobium_vaginae,7,0.451211529,-3.177620711,Unstable,NonLacto
UAB096_W1D5,UAB096,1,Atopobium_vaginae,7,0.46995688,-2.863374861,Unstable,NonLacto
UAB119_W1D7,UAB119,1,Atopobium_vaginae,7,0.472538286,-3.175293108,Unstable,Lcrispatus
UAB007_W9D7,UAB007,5,Atopobium_vaginae,7,0.480343741,-3.298180836,Unstable,Liners
AYAC02_W5D6,AYAC02,3,Atopobium_vaginae,7,0.517155589,-4.40560745,Unstable,Lcrispatus
UAB011_W9D7,UAB011,5,Atopobium_vaginae,7,0.609958309,-3.867026681,Stable,Lgasseri
AYAC02_W9D3,AYAC02,5,Atopobium_vaginae,7,0.613308875,-3.704254821,Unstable,Lcrispatus
AYAC10_W8D1,AYAC10,4,Atopobium_vaginae,7,0.633307023,-3.577152549,Stable,Lcrispatus
UAB088_W2D1,UAB088,1,Atopobium_vaginae,7,0.646379931,-3.330522265,Unstable,Liners
UAB119_W3D7,UAB119,2,Atopobium_vaginae,7,0.688012736,-4.087246696,Unstable,Lcrispatus
UAB129_W5D7,UAB129,3,Atopobium_vaginae,7,0.73805987,-2.847958234,Unstable,NonLacto
UAB129_W10D2,UAB129,5,Atopobium_vaginae,7,0.753427433,-3.452133032,Unstable,NonLacto
EM04_W1D7,EM04,1,Atopobium_vaginae,7,0.756107043,-3.296638109,Stable,Ljensenii
UAB028_W9D7,UAB028,5,Atopobium_vaginae,7,0.761512651,-4.051098239,Unstable,Lcrispatus
EM11_W7D7,EM11,4,Atopobium_vaginae,7,0.788982098,-5.48148606,Stable,Lcrispatus
UAB096_W5D3,UAB096,3,Atopobium_vaginae,7,0.794744276,-3.227426006,Unstable,NonLacto
AYAC03_W7D5,AYAC03,3,Atopobium_vaginae,7,0.796365447,-3.753942339,Unstable,NonLacto
UAB106_W9D7,UAB106,5,Atopobium_vaginae,7,0.864599258,-3.737814789,Stable,Ljensenii
UAB011_W7D7,UAB011,4,Atopobium_vaginae,7,0.878257391,-4.4867824,Stable,Lgasseri
EM09_W2D3,EM09,1,Atopobium_vaginae,7,0.94695921,-3.301451466,Unstable,Liners
UAB088_W7D6,UAB088,4,Atopobium_vaginae,7,0.964547428,-3.299740321,Unstable,Liners
UAB044_W7D7,UAB044,4,Atopobium_vaginae,7,1.064137726,-5.375717904,Unstable,Lgasseri
UAB011_W3D6,UAB011,2,Atopobium_vaginae,7,1.08582874,-5.109020403,Stable,Lgasseri
UAB002_W1D4,UAB002,1,Atopobium_vaginae,7,1.131775001,-4.795880017,Unstable,Lcrispatus
AYAC05_W7D7,AYAC05,4,Atopobium_vaginae,7,1.152218151,-4.044793462,Unstable,Liners
UAB129_W3D3,UAB129,2,Atopobium_vaginae,7,1.183178037,-3.454755991,Unstable,NonLacto
AYAC03_W8D6,AYAC03,4,Atopobium_vaginae,7,1.207461894,-5.749579998,Unstable,NonLacto
UAB011_W7D1,UAB011,3,Atopobium_vaginae,7,1.250785827,-4.588380294,Stable,Lgasseri
AYAC09_W1D7,AYAC09,1,Atopobium_vaginae,7,1.270135744,-6.286509457,Stable,Lcrispatus
UAB119_W9D7,UAB119,5,Atopobium_vaginae,7,1.280636837,-5.962573502,Unstable,Lcrispatus
UAB093_W7D7,UAB093,4,Atopobium_vaginae,7,1.311249161,-5.978810701,Stable,Lcrispatus
EM11_W1D7,EM11,1,Atopobium_vaginae,7,1.341885188,-6.53165267,Stable,Lcrispatus
AYAC03_W4D7,AYAC03,2,Atopobium_vaginae,7,1.449732639,-4.247183569,Unstable,NonLacto
UAB048_W9D7,UAB048,5,Atopobium_vaginae,7,1.487517304,-3.263530989,Stable,NonLacto
UAB038_W5D7,UAB038,3,Atopobium_vaginae,7,1.643405036,-4.262012674,Unstable,NonLacto
EM09_W9D6,EM09,5,Atopobium_vaginae,7,1.690312519,-4.510041521,Unstable,Liners
UAB093_W4D2,UAB093,2,Atopobium_vaginae,7,1.763972487,-5.590066877,Stable,Lcrispatus
UAB119_W5D7,UAB119,3,Atopobium_vaginae,7,1.827579292,-4.288192771,Unstable,Lcrispatus
EM11_W3D6,EM11,2,Atopobium_vaginae,7,1.973097852,-6.210419288,Stable,Lcrispatus
EM11_W9D7,EM11,5,Atopobium_vaginae,7,2.05261543,-5.832682665,Stable,Lcrispatus
UAB028_W3D7,UAB028,2,Atopobium_vaginae,7,2.053343499,-4.35261703,Unstable,Lcrispatus
UAB093_W5D7,UAB093,3,Atopobium_vaginae,7,2.069635928,-6.735182177,Stable,Lcrispatus
UAB044_W9D7,UAB044,5,Atopobium_vaginae,7,2.15318989,-6.515700161,Unstable,Lgasseri
AYAC10_W5D4,AYAC10,3,Atopobium_vaginae,7,2.311546917,-3.709733827,Stable,Lcrispatus
UAB044_W3D7,UAB044,2,Atopobium_vaginae,7,2.439493693,-5.390405591,Unstable,Lgasseri
UAB044_W1D7,UAB044,1,Atopobium_vaginae,7,2.723162978,-6.061980903,Unstable,Lgasseri
UAB093_W9D6,UAB093,5,Atopobium_vaginae,7,2.807112804,-5.962573502,Stable,Lcrispatus
EM11_W5D7,EM11,3,Atopobium_vaginae,7,3.201397124,-8,Stable,Lcrispatus
UAB093_W1D7,UAB093,1,Atopobium_vaginae,7,3.234470478,-6.835647144,Stable,Lcrispatus
UAB122_W6D5,UAB122,4,Atopobium_vaginae,7,3.286767284,-6.982966661,Unstable,Lcrispatus
AYAC02_W7D5,AYAC02,4,Atopobium_vaginae,7,3.357757462,-5.879426069,Unstable,Lcrispatus
UAB010_W7D5,UAB010,4,Atopobium_vaginae,7,3.570760116,-6.552841969,Unstable,Lcrispatus
EM09_W6D7,EM09,3,Atopobium_vaginae,7,4.010152241,-6.507239611,Unstable,Liners
EM09_W4D4,EM09,2,Atopobium_vaginae,7,4.171115508,-6.696803943,Unstable,Liners
UAB028_W1D7,UAB028,1,Atopobium_vaginae,7,4.20403583,-8,Unstable,Lcrispatus
AYAC10_W9D5,AYAC10,5,Atopobium_vaginae,7,4.385352457,-6.605548319,Stable,Lcrispatus
UAB044_W5D7,UAB044,3,Atopobium_vaginae,7,4.638306515,-8,Unstable,Lgasseri
UAB021_W3D7,UAB021,2,Mageeibacillus_indolicus,8,-2.341200991,-2.181677754,Stable,NonLacto
UAB110_W6D2,UAB110,3,Mageeibacillus_indolicus,8,-2.066593032,-1.873207909,Unstable,NonLacto
UAB122_W3D4,UAB122,2,Mageeibacillus_indolicus,8,-2.052719879,-1.907299211,Unstable,Lcrispatus
UAB060_W10D2,UAB060,5,Mageeibacillus_indolicus,8,-1.414896017,-1.538208656,Stable,NonLacto
UAB021_W5D7,UAB021,3,Mageeibacillus_indolicus,8,-1.301836441,-1.579914379,Stable,NonLacto
UAB022_W2D1,UAB022,1,Mageeibacillus_indolicus,8,-1.223418924,-0.89635578,Stable,NonLacto
UAB022_W4D1,UAB022,2,Mageeibacillus_indolicus,8,-1.200421591,-1.397990748,Stable,NonLacto
AYAC10_W2D7,AYAC10,2,Mageeibacillus_indolicus,8,-1.05035918,-3.03213531,Stable,Lcrispatus
UAB116_W4D6,UAB116,3,Mageeibacillus_indolicus,8,-0.85836735,-1.006646315,Stable,NonLacto
EM10_W3D2,EM10,2,Mageeibacillus_indolicus,8,-0.78645204,-3.550790129,Stable,Liners
UAB060_W3D7,UAB060,2,Mageeibacillus_indolicus,8,-0.754931237,-1.28081149,Stable,NonLacto
UAB028_W5D5,UAB028,3,Mageeibacillus_indolicus,8,-0.751651783,-2.723935217,Unstable,Lcrispatus
AYAC03_W9D7,AYAC03,5,Mageeibacillus_indolicus,8,-0.710367288,-2.93194556,Unstable,NonLacto
UAB117_W8D1,UAB117,4,Mageeibacillus_indolicus,8,-0.674446081,-3.385037434,Stable,Liners
UAB082_W5D7,UAB082,3,Mageeibacillus_indolicus,8,-0.65404981,-2.825736619,Unstable,NonLacto
UAB015_W9D4,UAB015,4,Mageeibacillus_indolicus,8,-0.590815089,-2.987635275,Unstable,NonLacto
UAB117_W9D6,UAB117,5,Mageeibacillus_indolicus,8,-0.586591284,-3.005871655,Stable,Liners
UAB007_W1D7,UAB007,1,Mageeibacillus_indolicus,8,-0.584797535,-2.999880151,Unstable,Liners
UAB015_W3D1,UAB015,2,Mageeibacillus_indolicus,8,-0.568612802,-2.846630935,Unstable,NonLacto
UAB116_W9D6,UAB116,5,Mageeibacillus_indolicus,8,-0.564964744,-1.617872109,Stable,NonLacto
UAB035_W9D7,UAB035,5,Mageeibacillus_indolicus,8,-0.559896124,-2.13874047,Unstable,NonLacto
UAB079_W10D1,UAB079,5,Mageeibacillus_indolicus,8,-0.55867743,-1.804129643,Stable,NonLacto
UAB007_W9D7,UAB007,5,Mageeibacillus_indolicus,8,-0.55186743,-3.62465834,Unstable,Liners
UAB028_W7D7,UAB028,4,Mageeibacillus_indolicus,8,-0.483885674,-3.275360459,Unstable,Lcrispatus
UAB035_W2D7,UAB035,1,Mageeibacillus_indolicus,8,-0.473136047,-2.002272475,Unstable,NonLacto
UAB035_W3D6,UAB035,2,Mageeibacillus_indolicus,8,-0.456314484,-1.61025143,Unstable,NonLacto
UAB038_W3D7,UAB038,2,Mageeibacillus_indolicus,8,-0.400782321,-2.238903978,Unstable,NonLacto
UAB007_W7D7,UAB007,4,Mageeibacillus_indolicus,8,-0.379555077,-3.696682962,Unstable,Liners
UAB007_W6D3,UAB007,3,Mageeibacillus_indolicus,8,-0.370219835,-3.441876081,Unstable,Liners
UAB060_W5D7,UAB060,3,Mageeibacillus_indolicus,8,-0.366726347,-1.883592748,Stable,NonLacto
AYAC09_W5D7,AYAC09,3,Mageeibacillus_indolicus,8,-0.364437252,-3.681803057,Stable,Lcrispatus
UAB106_W1D7,UAB106,1,Mageeibacillus_indolicus,8,-0.315833622,-3.354735953,Stable,Ljensenii
UAB021_W8D3,UAB021,4,Mageeibacillus_indolicus,8,-0.307356133,-1.33497282,Stable,NonLacto
EM10_W8D7,EM10,5,Mageeibacillus_indolicus,8,-0.288204686,-3.736823319,Stable,Liners
EM10_W4D7,EM10,3,Mageeibacillus_indolicus,8,-0.259164973,-3.623709626,Stable,Liners
AYAC09_W7D4,AYAC09,4,Mageeibacillus_indolicus,8,-0.250635865,-3.645133169,Stable,Lcrispatus
UAB079_W2D2,UAB079,1,Mageeibacillus_indolicus,8,-0.171131367,-1.877772716,Stable,NonLacto
AYAC03_W1D7,AYAC03,1,Mageeibacillus_indolicus,8,-0.146668673,-2.642023059,Unstable,NonLacto
UAB052_W5D7,UAB052,3,Mageeibacillus_indolicus,8,-0.137113329,-2.57603314,Unstable,NonLacto
UAB071_W7D7,UAB071,4,Mageeibacillus_indolicus,8,-0.130189284,-2.696227643,Stable,NonLacto
UAB110_W7D7,UAB110,4,Mageeibacillus_indolicus,8,-0.088744082,-3.372865692,Unstable,NonLacto
UAB048_W9D7,UAB048,5,Mageeibacillus_indolicus,8,-0.067878431,-2.978269618,Stable,NonLacto
UAB110_W1D7,UAB110,1,Mageeibacillus_indolicus,8,-0.055303612,-3.289039416,Unstable,NonLacto
UAB106_W5D4,UAB106,3,Mageeibacillus_indolicus,8,-0.047290382,-3.659468638,Stable,Ljensenii
AYAC02_W3D1,AYAC02,2,Mageeibacillus_indolicus,8,-0.013027206,-4.072629637,Unstable,Lcrispatus
